node_id,zone_id,x_coord,y_coord
549,549,-76.63941562052094,40.688439437456886
550,550,-76.56103943171588,40.682811643453014
551,551,-76.54065984240262,40.66803375747677
552,552,-76.56902242139269,40.63849476575717
553,553,-76.55244127205458,40.651836256512816
554,554,-76.5425797930276,40.63325432722853
555,555,-76.56763034720443,40.62447088393033
556,556,-76.59250917287704,40.60812231476954
557,557,-76.66830522207987,40.613595178422656
558,558,-76.6215979968942,40.57855429310624
559,559,-76.54962656545963,40.57540374815517
560,560,-76.57431010339076,40.5587966882211
561,561,-76.57815125257403,40.57423091439922
562,562,-76.60641579476619,40.54565944955874
563,563,-76.5240340247071,40.53397905291612
564,564,-76.55102950652696,40.552826582377115
565,565,-76.52807030870699,40.57750726736808
566,566,-76.46236805201194,40.58783200122469
567,567,-76.51500998071756,40.61384948259044
568,568,-76.53912042520531,40.62285871132955
569,569,-76.52437145402645,40.649214999732465
570,570,-76.4887619692519,40.67779032594933
571,571,-76.42102446801478,40.67773992824054
572,572,-76.41154340434426,40.630557882036655
573,573,-76.35253968818394,40.629289706761845
574,574,-76.33068945190526,40.665354965878926
575,575,-76.31892549244223,40.71987990947702
576,576,-76.4135566149433,40.756510096530356
577,577,-76.48549883398604,40.76547222602412
578,578,-76.39912403979024,40.87493703003795
579,579,-76.36355647079901,40.8140053601645
580,580,-76.26922609296122,40.86190435684092
581,581,-76.26676378454647,40.75570647510033
582,582,-76.1563590640677,40.79316360297924
583,583,-76.06548466944642,40.76987885946997
584,584,-76.12461840370469,40.697010625899786
585,585,-76.19756618986406,40.71006303376888
586,586,-76.26668736250656,40.56479645055575
587,587,-76.20756299376505,40.61354485632886
588,588,-76.2653267347344,40.647012113623084
589,589,-76.29478555358757,40.60444148234457
590,590,-76.34717661118424,40.58551894444443
591,591,-76.33039763829241,40.555985844512776
592,592,-76.31746735669044,40.525277644911014
593,593,-76.31829814900092,40.49654246931486
594,594,-76.36533241281782,40.49868612173347
595,595,-76.4209491228958,40.49274008630227
596,596,-76.38686705620597,40.52994180406827
597,597,-76.40004028974955,40.568047530793606
598,598,-76.45029625716123,40.52814048355212
599,599,-76.48180333320694,40.49402537997858
600,600,-76.48546915465782,40.52460547587695
601,601,-76.52555967455139,40.51153242551022
602,602,-76.53293639502425,40.49366013704021
603,603,-76.51673348531992,40.45565074048055
604,604,-76.4866213525844,40.471895779828166
605,605,-76.44693005389573,40.466226298051545
606,606,-76.47949740306576,40.43512220031467
607,607,-76.44893336522557,40.436812627073685
608,608,-76.39411163681551,40.44705851288908
609,609,-76.42105206942814,40.43775174886802
610,610,-76.35606665776635,40.45782130886234
611,611,-76.3946958195052,40.40963512713555
612,612,-76.42770507276917,40.39866422543381
613,613,-76.41779124393805,40.3711844840507
614,614,-76.39929313492085,40.38194990132542
615,615,-76.3901993948745,40.3570405978148
616,616,-76.4436419508841,40.330844153318985
617,617,-76.43002709992297,40.357141005632805
618,618,-76.45479684846048,40.38401458683514
619,619,-76.45820331903063,40.35217201043519
620,620,-76.47374416986034,40.34665385682695
621,621,-76.48533429094238,40.38246260482022
622,622,-76.47282029112363,40.41049594465193
623,623,-76.5080129096148,40.403497892117166
624,624,-76.51398184481718,40.422662847567615
625,625,-76.52307459240885,40.400140397383566
626,626,-76.57058854353632,40.42895917351615
627,627,-76.53859547627938,40.438866707968224
628,628,-76.56333697560044,40.46331085712104
629,629,-76.56171349372352,40.49390809559261
630,630,-76.60114150147939,40.460817416439646
631,631,-76.60837724281572,40.41396481792644
632,632,-76.64224494566174,40.452849897986354
633,633,-76.65176840083974,40.41741393569703
634,634,-76.65565686053635,40.379883421807214
635,635,-76.70827882572515,40.356729978255
636,636,-76.70118665988842,40.391691814314825
637,637,-76.74473078160689,40.38631253135948
638,638,-76.7481891189497,40.356867421213835
639,639,-76.73190787894646,40.3328501425643
640,640,-76.74786510488016,40.32423761755695
641,641,-76.78907507615243,40.365959114637825
642,642,-76.81523721370387,40.35024405534962
643,643,-76.8248242097386,40.32156705348977
644,644,-76.79924981967854,40.29922548149213
645,645,-76.77099287464223,40.31577497907002
646,646,-76.84206454340732,40.283210282441765
647,647,-76.8774340235084,40.34372107738065
648,648,-76.96866599006427,40.393156382940965
649,649,-77.0814825946503,40.41391650148636
650,650,-77.00389836727472,40.446286423353115
651,651,-77.0818356867592,40.495017565545574
652,652,-77.01977126435966,40.5279480335968
653,653,-76.94513661977311,40.48569784341744
654,654,-76.92783031735189,40.53075782769986
655,655,-76.84713683155127,40.523769479383766
656,656,-76.89742882731454,40.4832311166025
657,657,-76.8708071523529,40.44727468137586
658,658,-76.9165557745807,40.416379988476685
659,659,-76.87569882966814,40.386866161531266
660,660,-76.82965802180941,40.40417504567877
661,661,-76.77708078332181,40.40125707785711
662,662,-76.73365171550974,40.40680427904355
663,663,-76.74596775407424,40.42600292918789
664,664,-76.75697004127798,40.4540721529155
