link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,is_link,link_type_name,vdf_free_speed_in_mph,from_biway
516,Joyce Road Northwest,6051843,311,309,1,"LINESTRING (-77.0363237 38.9654249, -77.0364355 38.9654258)",1,9.67,tertiary,5,48,1,1200,,,0,0.15,4,1,0.006009944,29.82589136,30,0.0120875,,,,,,,,
517,16th Street Northwest,397337443,311,8312,1,"LINESTRING (-77.0363237 38.9654249, -77.0363236 38.9660721, -77.0363236 38.9661447)",1,80.04,primary,3,48,2,3600,,,0,0.15,4,1,0.049745183,29.82589136,30,0.10005,,,,,,,,
518,Minnesota Avenue Southeast,6051856,312,313,1,"LINESTRING (-76.969846 38.8739091, -76.9699619 38.873904, -76.9700155 38.8739102, -76.9700518 38.8739143, -76.970093 38.873919, -76.970272 38.873937, -76.970454 38.873953, -76.970635 38.873971, -76.970762 38.873985)",1,79.9,secondary,4,60,2,3200,,,0,0.15,4,1,0.049658173,37.2823642,35,0.0799,,,,,,,,
519,Minnesota Avenue Southeast,1378255140,312,5787,1,"LINESTRING (-76.969846 38.8739091, -76.9696346 38.8740139)",1,21.7,secondary,4,60,2,3200,,,0,0.15,4,1,0.013486638,37.2823642,35,0.0217,,,,,,,,
520,Minnesota Avenue Southeast,469182934,313,8284,1,"LINESTRING (-76.970762 38.873985, -76.970816 38.873991, -76.970953 38.874008, -76.971014 38.87401, -76.971071 38.874007, -76.971132 38.873997, -76.9712049 38.8739782, -76.9713419 38.873899)",1,53.78,secondary,4,60,2,3200,,,0,0.15,4,1,0.033424487,37.2823642,35,0.05378,,,,,,,,
521,,6051858,314,315,1,"LINESTRING (-77.072023 38.927778, -77.0720177 38.927657, -77.0720169 38.9276031)",1,19.46,primary,3,80,3,5400,,,0,0.15,4,1,0.012094469,49.70981893,50,0.014595,,,,,,,,
522,Massachusetts Avenue Northwest,553322573,314,1643,1,"LINESTRING (-77.072023 38.927778, -77.0718099 38.9276219, -77.071679 38.927526)",1,40.87,primary,3,80,2,3600,,,0,0.15,4,1,0.02540087,49.70981893,50,0.0306525,,,,,,,,
523,Massachusetts Avenue Northwest,479528915,314,5214,1,"LINESTRING (-77.072023 38.927778, -77.072251 38.927941, -77.072397 38.928044, -77.0726898 38.928261)",1,78.82,primary,3,80,2,3600,,,0,0.15,4,1,0.048986948,49.70981893,50,0.059115,,,,,,,,
524,,1212801477,315,1642,1,"LINESTRING (-77.0720169 38.9276031, -77.072014 38.927529)",1,8.24,primary,3,80,3,5400,,,0,0.15,4,1,0.005121193,49.70981893,50,0.00618,,,,,,,,
525,,6051871,316,317,1,"LINESTRING (-77.008054 38.932036, -77.008083 38.931994, -77.008107 38.93195, -77.008127 38.931905, -77.008158 38.931816, -77.008176 38.931774, -77.008198 38.931732, -77.008224 38.931693, -77.008256 38.93165, -77.008292 38.93161, -77.008332 38.931572, -77.008377 38.931536, -77.008424 38.931504, -77.008475 38.931474, -77.008527 38.931447, -77.008583 38.931424, -77.00864 38.931404, -77.0087 38.931388, -77.0087697 38.9313656, -77.0088931 38.931351, -77.0094273 38.931355, -77.0097251 38.9313108)",1,185.48,primary,3,80,1,1800,,,0,0.15,4,1,0.115276569,49.70981893,50,0.13911,,,,,,,,
526,,130917548,316,3938,1,"LINESTRING (-77.008054 38.932036, -77.0080916 38.9319183, -77.0081492 38.9316822, -77.0083821 38.9313663)",1,80.7,primary,3,80,1,1800,,,0,0.15,4,1,0.050155376,49.70981893,50,0.060525,,,,,,,,
527,Irving Street Northwest,130764278,317,3565,1,"LINESTRING (-77.0097251 38.9313108, -77.0106982 38.9313238, -77.0112119 38.9313231, -77.0112928 38.9313229, -77.0120882 38.931339)",1,204.44,primary,3,80,2,3600,,,0,0.15,4,1,0.127060286,49.70981893,50,0.15333,,,,,,,,
528,,6051871,318,316,1,"LINESTRING (-77.0063307 38.9330916, -77.0063965 38.9329299, -77.00644 38.932859, -77.006503 38.932763, -77.006574 38.932671, -77.006637 38.93262, -77.006778 38.932533, -77.006911 38.932477, -77.007178 38.932407, -77.007268 38.932385, -77.007448 38.932339, -77.007537 38.932315, -77.007613 38.932296, -77.007687 38.932274, -77.007759 38.932247, -77.007828 38.932217, -77.007873 38.932193, -77.007915 38.932166, -77.007955 38.932137, -77.007991 38.932105, -77.008024 38.932072, -77.008054 38.932036)",1,200.91,primary,3,80,1,1800,,,0,0.15,4,1,0.124866377,49.70981893,50,0.1506825,,,,,,,,
529,North Capitol Street Northwest,1052695206,318,2817,1,"LINESTRING (-77.0063307 38.9330916, -77.0064126 38.9327692, -77.0065547 38.9323488, -77.0066888 38.9319952, -77.0067711 38.9317572, -77.0069052 38.9314943)",1,184.73,primary,3,64,3,5400,,,0,0.15,4,1,0.114810441,39.76785515,40,0.173184375,,,,,,,,
530,,6051893,319,320,1,"LINESTRING (-77.0042474 38.9314949, -77.0044049 38.9315854, -77.0047565 38.9316509, -77.0048826 38.9316968, -77.0050167 38.9317698, -77.005114 38.931844, -77.005187 38.931917, -77.005223 38.931968, -77.005252 38.932022, -77.005289 38.932103, -77.005318 38.932151, -77.005373 38.932217, -77.005444 38.932283, -77.005771 38.932503, -77.005857 38.932565, -77.005883 38.932585, -77.005929 38.932628, -77.00595 38.932651, -77.005989 38.932698, -77.006007 38.932723, -77.006024 38.932749, -77.00604 38.932778, -77.006065 38.93284, -77.006075 38.932868, -77.006083 38.932897, -77.006088 38.932926, -77.006091 38.932957, -77.006092 38.932987, -77.006088 38.933044, -77.0060576 38.9333847, -77.0060679 38.9336716)",1,319.48,primary,3,80,1,1800,,,0,0.15,4,1,0.198558111,49.70981893,50,0.23961,,,,,,,,
531,Irving Street Northeast,931637865,319,7281,1,"LINESTRING (-77.0042474 38.9314949, -77.004463 38.9315217, -77.0046409 38.9315363)",1,34.36,primary,3,56,3,5400,,,0,0.15,4,1,0.021354879,34.79687325,35,0.036814286,,,,,,,,
532,North Capitol Street Northeast,50752704,320,2797,1,"LINESTRING (-77.0060679 38.9336716, -77.0060142 38.9341578, -77.0059968 38.9345594, -77.0059982 38.9350007)",1,148.01,primary,3,64,3,5400,,,0,0.15,4,1,0.091988813,39.76785515,40,0.138759375,,,,,,,,
533,Central Avenue Southeast,6051894,321,322,1,"LINESTRING (-76.9315488 38.8897033, -76.931087 38.889601, -76.93024 38.889477, -76.930097 38.889443, -76.9299245 38.8893912, -76.9297715 38.8893133, -76.9295584 38.8892712)",1,179.94,secondary,4,40,1,1600,,,0,0.15,4,1,0.111833437,24.85490947,25,0.26991,,,,,,,,
534,East Capitol Street Southeast,397252748,321,8304,1,"LINESTRING (-76.9315488 38.8897033, -76.9313288 38.8897031, -76.9302642 38.8897018)",1,111.18,primary,3,48,3,5400,,,0,0.15,4,1,0.069098819,29.82589136,30,0.138975,,,,,,,,
535,50th Street Southeast,1216869923,322,2916,1,"LINESTRING (-76.9295584 38.8892712, -76.9296268 38.8893345, -76.9297439 38.8893777, -76.9298773 38.8894269)",1,33.19,secondary,4,40,1,1600,,,0,0.15,4,1,0.020627719,24.85490947,25,0.049785,,,,,,,,
536,Central Avenue Southeast,590581515,322,6969,1,"LINESTRING (-76.9295584 38.8892712, -76.9292201 38.8891266, -76.9291924 38.8891159, -76.9287257 38.8889656, -76.927604 38.888652)",1,182.95,secondary,4,60,1,1600,,,0,0.15,4,1,0.113704164,37.2823642,35,0.18295,,,,,,,,
537,Ohio Drive Southwest,6051906,323,324,1,"LINESTRING (-77.0502394 38.8870417, -77.0502546 38.8869516, -77.050272 38.8869081, -77.050372 38.8867283, -77.0503789 38.8867016, -77.0503826 38.886675, -77.0503834 38.8866485, -77.0503816 38.8866049)",1,50.76,tertiary,5,40,1,1200,,,0,0.15,4,1,0.031547545,24.85490947,25,0.07614,,,,,,,,
538,Independence Avenue Southwest,535739462,323,5409,1,"LINESTRING (-77.0502394 38.8870417, -77.0501082 38.8870245)",1,11.52,primary,3,40,3,5400,,,0,0.15,4,1,0.007159727,24.85490947,25,0.01728,,,,,,,,
539,Ohio Drive Southwest,696198855,324,371,1,"LINESTRING (-77.0503816 38.8866049, -77.0503635 38.8865753, -77.05033 38.886543, -77.0502943 38.8865255, -77.0502096 38.8865005)",1,19.75,tertiary,5,40,1,1200,,,0,0.15,4,1,0.012274705,24.85490947,25,0.029625,,,,,,,,
540,C Street Northwest,696198861,325,6532,1,"LINESTRING (-77.0115909 38.8935786, -77.0114459 38.8935757, -77.0111933 38.8935788)",1,34.42,tertiary,5,40,1,1200,,,0,0.15,4,1,0.021392169,24.85490947,25,0.05163,,,,,,,,
541,Indiana Avenue Northwest,6051910,325,8330,1,"LINESTRING (-77.0115909 38.8935786, -77.0118488 38.8936189, -77.0120286 38.8936709, -77.0121667 38.893708)",1,52.01,tertiary,5,40,1,1200,,,0,0.15,4,1,0.032324425,24.85490947,25,0.078015,,,,,,,,
542,,6051912,327,328,1,"LINESTRING (-77.0312388 38.8829802, -77.0311088 38.8829157, -77.0309917 38.8828606, -77.0308454 38.8828008, -77.0307183 38.8827543, -77.0305754 38.8827088, -77.0304345 38.8826669, -77.0293949 38.8823908, -77.0292441 38.8823505, -77.0290433 38.8823004, -77.0289132 38.882272, -77.0287692 38.8822463, -77.0286309 38.8822273, -77.0284842 38.8822166, -77.028316 38.8822094, -77.028164 38.8822089, -77.0280274 38.8822154, -77.0278897 38.8822289, -77.027768 38.8822431, -77.027648 38.8822592, -77.027229 38.8823208, -77.0271058 38.8823389, -77.0269437 38.8823582, -77.0268068 38.8823709, -77.0266771 38.8823765, -77.0265457 38.882378, -77.0263775 38.8823799, -77.0256733 38.8823777)",1,499.4,motorway,1,64,2,4600,,,0,0.15,4,1,0.310379117,39.76785515,40,0.4681875,,,,,,,,
543,Maine Avenue Southwest,1154184489,327,6263,1,"LINESTRING (-77.0312388 38.8829802, -77.0310426 38.8828323, -77.0308935 38.8827494)",1,39.5,primary,3,40,2,3600,,,0,0.15,4,1,0.02454941,24.85490947,25,0.05925,,,,,,,,
544,,297204299,328,3314,1,"LINESTRING (-77.0256733 38.8823777, -77.0251135 38.8823779, -77.0248321 38.8823799, -77.0245536 38.8823771, -77.0242733 38.8823729, -77.023617 38.8823608, -77.02307 38.88233, -77.0227874 38.8823132)",1,250.02,motorway,1,64,1,2300,,,0,0.15,4,1,0.15538844,39.76785515,40,0.23439375,,,,,,,,
545,,6051968,329,330,1,"LINESTRING (-76.9478816 38.9188527, -76.9481493 38.9189425, -76.9484296 38.9190094, -76.9486536 38.9190667, -76.94882 38.9191288, -76.9490093 38.9192261, -76.9492465 38.9193817, -76.9494204 38.9195621, -76.9495224 38.9197447, -76.9495786 38.9199519, -76.9495612 38.9202258, -76.9494677 38.9209728, -76.949465 38.920994, -76.949461 38.921037)",1,325.29,motorway,1,120,2,4600,,,0,0.15,4,1,0.202169049,74.5647284,75,0.162645,,,,,,,,
546,,468464924,329,2695,1,"LINESTRING (-76.9478816 38.9188527, -76.9487064 38.9190355, -76.9502406 38.9193035, -76.9508964 38.9194015, -76.9513213 38.9194241, -76.9517244 38.9194265, -76.9520927 38.9194072)",1,371.65,motorway,1,120,2,4600,,,0,0.15,4,1,0.230981976,74.5647284,75,0.185825,,,,,,,,
547,Fort Lincoln Drive Northeast,50713044,330,2705,1,"LINESTRING (-76.949461 38.921037, -76.9494636 38.9211566, -76.9494851 38.9212567, -76.9495333 38.9213945, -76.9495923 38.921503, -76.9496782 38.921624, -76.949766 38.921697, -76.949807 38.921732, -76.949849 38.921766, -76.949893 38.921798, -76.9499529 38.9218326)",1,102.23,tertiary,5,40,1,1200,,,0,0.15,4,1,0.063536358,24.85490947,25,0.153345,,,,,,,,
548,41st Street Northwest,6051972,331,332,1,"LINESTRING (-77.0802954 38.9630947, -77.0802947 38.963161, -77.0802907 38.9635659, -77.0802866 38.9639443, -77.080286 38.964002, -77.0802944 38.964455, -77.0802948 38.9645183, -77.0802977 38.9648214, -77.0803092 38.9648648, -77.0803321 38.9649116, -77.0803617 38.964959)",1,208.36,tertiary,5,32,1,1200,,,0,0.15,4,1,0.129496582,19.88392757,20,0.390675,,,,,,,,
549,41st Street Northwest,6051972,331,333,1,"LINESTRING (-77.0802954 38.9630947, -77.0802956 38.9630398, -77.0802964 38.9628457, -77.080298 38.9623976, -77.080299 38.9621447, -77.0802992 38.9620834, -77.080299 38.9620164, -77.0802981 38.9616759)",1,157.76,tertiary,5,32,1,1200,,,0,0.15,4,1,0.098048477,19.88392757,20,0.2958,,,,,,,,
550,41st Street Northwest,6051972,332,331,1,"LINESTRING (-77.0803617 38.964959, -77.0803321 38.9649116, -77.0803092 38.9648648, -77.0802977 38.9648214, -77.0802948 38.9645183, -77.0802944 38.964455, -77.080286 38.964002, -77.0802866 38.9639443, -77.0802907 38.9635659, -77.0802947 38.963161, -77.0802954 38.9630947)",1,208.36,tertiary,5,32,1,1200,,,0,0.15,4,1,0.129496582,19.88392757,20,0.390675,,,,,,,,
551,Western Avenue Northwest,506824309,332,5811,1,"LINESTRING (-77.0803617 38.964959, -77.0802684 38.965032, -77.0797812 38.9654134)",1,71.22,primary,3,40,2,3600,,,0,0.15,4,1,0.044263518,24.85490947,25,0.10683,,,,,,,,
552,Western Avenue Northwest,50530100,332,8309,1,"LINESTRING (-77.0803617 38.964959, -77.0804465 38.964893, -77.0821558 38.9635635, -77.0825113 38.963287, -77.0825836 38.9632308, -77.0826524 38.9631773, -77.0833819 38.9626099, -77.083419 38.962581, -77.0835208 38.9625018)",1,386.34,primary,3,40,2,3600,,,0,0.15,4,1,0.240111871,24.85490947,25,0.57951,,,,,,,,
553,41st Street Northwest,6051972,333,331,1,"LINESTRING (-77.0802981 38.9616759, -77.080299 38.9620164, -77.0802992 38.9620834, -77.080299 38.9621447, -77.080298 38.9623976, -77.0802964 38.9628457, -77.0802956 38.9630398, -77.0802954 38.9630947)",1,157.76,tertiary,5,32,1,1200,,,0,0.15,4,1,0.098048477,19.88392757,20,0.2958,,,,,,,,
554,Reno Road Northwest,928177535,333,341,1,"LINESTRING (-77.0802981 38.9616759, -77.080269 38.961626, -77.080264 38.96159, -77.080245 38.961482, -77.08023 38.961424, -77.080197 38.961308, -77.080179 38.961251, -77.080159 38.961193, -77.0801481 38.9611641)",1,58.58,tertiary,5,40,1,1200,,,0,0.15,4,1,0.036407707,24.85490947,25,0.08787,,,,,,,,
555,41st Street Northwest,131463037,333,8421,1,"LINESTRING (-77.0802981 38.9616759, -77.0803236 38.9616363, -77.0803103 38.9610964, -77.0803096 38.9610667, -77.080307 38.96102)",1,73.47,tertiary,5,32,1,1200,,,0,0.15,4,1,0.045661902,19.88392757,20,0.13775625,,,,,,,,
556,,6052000,334,335,1,"LINESTRING (-76.9532021 38.8956544, -76.9530573 38.8956085, -76.9529688 38.8955542, -76.952926 38.895514, -76.952911 38.895488, -76.952899 38.895461, -76.952891 38.895433, -76.952882 38.895381, -76.952882 38.895356, -76.952887 38.895332, -76.952896 38.895308, -76.952909 38.895285, -76.953142 38.894931, -76.953183 38.894879, -76.9532611 38.8947777, -76.9534865 38.8945355, -76.9539476 38.8940121)",1,223.48,motorway,1,120,1,2300,,,0,0.15,4,1,0.138893723,74.5647284,75,0.11174,,,,,,,,
557,,130917551,334,2767,1,"LINESTRING (-76.9532021 38.8956544, -76.95302 38.895625, -76.952953 38.895609, -76.952887 38.895588, -76.952854 38.895576, -76.952669 38.895503, -76.952623 38.895487, -76.952575 38.895475, -76.9525101 38.8954645)",1,63.89,motorway,1,120,1,2300,,,0,0.15,4,1,0.039707893,74.5647284,75,0.031945,,,,,,,,
558,Kenilworth Avenue Freeway,871109613,335,2769,1,"LINESTRING (-76.9539476 38.8940121, -76.954499 38.89347, -76.9547062 38.8932599)",1,106.33,motorway,1,80,4,9200,,,0,0.15,4,1,0.066084525,49.70981893,50,0.0797475,,,,,,,,
559,,6052029,336,337,1,"LINESTRING (-76.9499261 38.9231512, -76.9499906 38.9230663, -76.9500784 38.9229508, -76.9501622 38.922832, -76.9503399 38.9224907, -76.9505156 38.9221287, -76.9505509 38.9220517)",1,134.02,tertiary,5,40,2,2400,,,0,0.15,4,1,0.083293971,24.85490947,25,0.20103,,,,,,,,
560,Commodore Joshua Barney Drive Northeast,6057172,336,946,1,"LINESTRING (-76.9499261 38.9231512, -76.9500262 38.923188, -76.950951 38.923417, -76.9515861 38.9235792, -76.9517033 38.9236071, -76.9520301 38.9236858, -76.95211 38.9237048, -76.9522718 38.9237344, -76.9523969 38.9237534, -76.9525072 38.9237658, -76.9525852 38.9237738, -76.9526413 38.923777, -76.952722 38.9237811, -76.952826 38.9237841, -76.952982 38.9237831, -76.953138 38.9237761, -76.953232 38.9237691, -76.9534192 38.923753, -76.9535558 38.9237411, -76.9536418 38.9237371, -76.9536858 38.9237361, -76.9537728 38.9237361, -76.9539028 38.9237401, -76.9539458 38.9237431, -76.9540678 38.9237541, -76.9541286 38.9237615, -76.9541796 38.9237683, -76.954247 38.923779, -76.954306 38.92379, -76.954424 38.923816, -76.95454 38.923847, -76.954596 38.923864, -76.954706 38.923902, -76.95476 38.923922, -76.9548604 38.9239625, -76.9549171 38.9239871, -76.9551023 38.9240818, -76.9552472 38.9241589, -76.955531 38.924307, -76.9556415 38.9243745, -76.95572 38.924433, -76.955804 38.924496, -76.955851 38.924534, -76.955896 38.924572, -76.955983 38.924652, -76.956025 38.924693, -76.956104 38.924777)",1,583.91,tertiary,5,40,1,1200,,,0,0.15,4,1,0.362902424,24.85490947,25,0.875865,,,,,,,,
561,Fort Lincoln Drive Northeast,590581744,337,4171,1,"LINESTRING (-76.9505509 38.9220517, -76.9506831 38.9220879, -76.9510618 38.9221946, -76.9515349 38.9222825, -76.9518794 38.9223339, -76.9519164 38.9223391, -76.9520232 38.9223533)",1,132.02,tertiary,5,40,2,2400,,,0,0.15,4,1,0.082050963,24.85490947,25,0.19803,,,,,,,,
562,,6052064,338,339,1,"LINESTRING (-77.0351034 38.8800442, -77.0351753 38.8799927, -77.0352619 38.8799534, -77.0353491 38.8799185, -77.035441 38.8798866, -77.0355289 38.87986, -77.0356265 38.8798303, -77.0357135 38.8798077, -77.0358077 38.8797896, -77.0358925 38.8797745, -77.0359915 38.8797599, -77.0364031 38.8796609)",1,121.45,motorway,1,120,1,2300,,,0,0.15,4,1,0.075481666,74.5647284,75,0.060725,,,,,,,,
563,West Basin Drive Southwest,47916241,338,1815,1,"LINESTRING (-77.0351034 38.8800442, -77.0352553 38.8799895, -77.0353229 38.8799676, -77.0354 38.8799469, -77.0355073 38.879919, -77.0355882 38.8799009, -77.0356481 38.8798891, -77.0357088 38.879881, -77.0357799 38.8798743, -77.0358485 38.8798715, -77.0359166 38.8798695, -77.0359846 38.8798689)",1,79.57,tertiary,5,32,1,1200,,,0,0.15,4,1,0.049453076,19.88392757,20,0.14919375,,,,,,,,
564,14th Street Southwest,6061737,339,1266,1,"LINESTRING (-77.0364031 38.8796609, -77.0365459 38.8796449, -77.036687 38.8796327, -77.0368356 38.8796214, -77.0369812 38.8796139, -77.0372571 38.8796031, -77.0373962 38.8795973, -77.0375386 38.8795872, -77.0376733 38.879569, -77.0378172 38.8795457, -77.0379466 38.8795173, -77.0380814 38.8794847, -77.0382107 38.8794479, -77.0383383 38.8794079, -77.0384697 38.8793611, -77.0385948 38.8793102, -77.0387216 38.879254, -77.0389478 38.8791057)",1,233.87,motorway,1,64,2,4600,,,0,0.15,4,1,0.14535115,39.76785515,40,0.219253125,,,,,,,,
565,Reno Road Northwest,928177535,341,333,1,"LINESTRING (-77.0801481 38.9611641, -77.080159 38.961193, -77.080179 38.961251, -77.080197 38.961308, -77.08023 38.961424, -77.080245 38.961482, -77.080264 38.96159, -77.080269 38.961626, -77.0802981 38.9616759)",1,58.58,tertiary,5,40,1,1200,,,0,0.15,4,1,0.036407707,24.85490947,25,0.08787,,,,,,,,
566,Reno Road Northwest,6052103,341,8421,1,"LINESTRING (-77.0801481 38.9611641, -77.0801227 38.9610936, -77.080091 38.96102)",1,16.77,tertiary,5,40,1,1200,,,0,0.15,4,1,0.010422623,24.85490947,25,0.025155,,,,,,,,
567,,6052154,342,222,1,"LINESTRING (-77.0236317 38.8824877, -77.0235696 38.8824684, -77.0234998 38.8824548, -77.0234326 38.8824438, -77.0233758 38.8824415, -77.0231992 38.8824407, -77.0228573 38.8824455)",1,67.77,motorway,1,32,1,2300,,,0,0.15,4,1,0.042119329,19.88392757,20,0.12706875,,,,,,,,
568,22nd Street Northeast,6052177,343,344,1,"LINESTRING (-76.9738453 38.8909541, -76.9738413 38.890681)",1,30.37,primary,3,40,3,5400,,,0,0.15,4,1,0.018875078,24.85490947,25,0.045555,,,,,,,,
569,East Capitol Street Northeast,6061435,344,1244,1,"LINESTRING (-76.9738413 38.890681, -76.9738987 38.890449, -76.9739069 38.8904185, -76.9739194 38.890387, -76.9739331 38.8903592)",1,36.71,secondary,4,60,1,1600,,,0,0.15,4,1,0.022815413,37.2823642,35,0.03671,,,,,,,,
570,22nd Street Northeast,130715040,344,3542,1,"LINESTRING (-76.9738413 38.890681, -76.9738259 38.8904506, -76.9738253 38.8903444)",1,37.46,primary,3,40,2,3600,,,0,0.15,4,1,0.023281541,24.85490947,25,0.05619,,,,,,,,
571,14th Street Northwest,580727911,345,413,1,"LINESTRING (-77.033421 38.9558864, -77.0334243 38.9557227)",1,18.2,tertiary,5,40,1,1200,,,0,0.15,4,1,0.011311374,24.85490947,25,0.0273,,,,,,,,
572,14th Street Northwest,580727914,345,4007,1,"LINESTRING (-77.033421 38.9558864, -77.0334243 38.9560617)",1,19.49,tertiary,5,40,1,1200,,,0,0.15,4,1,0.012113114,24.85490947,25,0.029235,,,,,,,,
573,Colorado Avenue Northwest,6052178,345,8319,1,"LINESTRING (-77.033421 38.9558864, -77.0333306 38.9560582, -77.0332873 38.9561305, -77.033236 38.956216)",1,40,tertiary,5,40,1,1200,,,0,0.15,4,1,0.024860162,24.85490947,25,0.06,,,,,,,,
574,Colorado Avenue Spur Northwest,6052613,347,443,1,"LINESTRING (-77.0329501 38.9566026, -77.033041 38.956556, -77.033096 38.956536, -77.033154 38.95652, -77.033213 38.95651, -77.0332628 38.9565087, -77.033291 38.956508, -77.0333064 38.9565078, -77.0334241 38.956506)",1,43.47,tertiary,5,40,1,1200,,,0,0.15,4,1,0.027016781,24.85490947,25,0.065205,,,,,,,,
575,Colorado Avenue Northwest,131052280,347,4006,1,"LINESTRING (-77.0329501 38.9566026, -77.0324321 38.9572167, -77.032377 38.957282, -77.0323201 38.9573495, -77.032026 38.957698, -77.031523 38.9582941, -77.031475 38.958351, -77.0314127 38.958425, -77.031151 38.958736, -77.0308492 38.9590923, -77.0307189 38.9592398, -77.030656 38.9593159, -77.0305742 38.9594141, -77.030377 38.959648, -77.030161 38.959882, -77.030124 38.959916, -77.030105 38.959932, -77.030024 38.95999, -77.0298755 38.9600851, -77.0296916 38.9602028)",1,491.34,tertiary,5,40,1,1200,,,0,0.15,4,1,0.305369795,24.85490947,25,0.73701,,,,,,,,
576,,6052181,348,349,1,"LINESTRING (-77.0392277 38.8883301, -77.0392923 38.8883678, -77.0393443 38.8883896, -77.039397 38.8884058, -77.039453 38.8884156, -77.0395156 38.8884154, -77.0395701 38.8884082, -77.0396229 38.888394, -77.0396735 38.8883721, -77.0397579 38.8883181)",1,51.48,primary,3,40,1,1800,,,0,0.15,4,1,0.031995028,24.85490947,25,0.07722,,,,,,,,
577,17th Street Southwest,50202335,348,1011,1,"LINESTRING (-77.0392277 38.8883301, -77.0392783 38.8884051, -77.0393176 38.8884744, -77.0393583 38.8885541, -77.0393967 38.8886447, -77.0394271 38.8887434, -77.0394503 38.8888443, -77.0394797 38.888926)",1,70.11,primary,3,40,2,3600,,,0,0.15,4,1,0.043573648,24.85490947,25,0.105165,,,,,,,,
578,17th Street Southwest,6057629,349,1012,1,"LINESTRING (-77.0397579 38.8883181, -77.0398074 38.888259, -77.0398486 38.8882121, -77.0398935 38.88817, -77.0399202 38.8881463, -77.0399771 38.8881049, -77.0400508 38.8880567, -77.0401194 38.8880146, -77.0401929 38.8879805, -77.0403099 38.8879295)",1,65.4,primary,3,40,2,3600,,,0,0.15,4,1,0.040646364,24.85490947,25,0.0981,,,,,,,,
579,,6052184,350,351,1,"LINESTRING (-77.0572311 38.8807098, -77.0572351 38.8811316, -77.057164 38.8813414, -77.057037 38.88154, -77.05696 38.881619, -77.056881 38.881686, -77.056803 38.881736, -77.056728 38.881779, -77.056595 38.881841, -77.056531 38.881863, -77.056401 38.881896, -77.056325 38.88191, -77.056257 38.881921, -77.05611 38.881928, -77.056049 38.881929, -77.0557384 38.8819089)",1,222.74,motorway,1,120,1,2300,,,0,0.15,4,1,0.13843381,74.5647284,75,0.11137,,,,,,,,
580,Washington Boulevard,6062730,350,1361,1,"LINESTRING (-77.0572311 38.8807098, -77.057433 38.8817693, -77.0575402 38.8821368, -77.0576012 38.8822796)",1,177.74,motorway,1,72,2,4600,,,0,0.15,4,1,0.110466128,44.73883704,45,0.148116667,,,,,,,,
581,,121980311,351,3327,1,"LINESTRING (-77.0557384 38.8819089, -77.05558 38.88185, -77.055277 38.881742, -77.055041 38.881653, -77.0549873 38.8816296)",1,72.07,motorway,1,120,2,4600,,,0,0.15,4,1,0.044791796,74.5647284,75,0.036035,,,,,,,,
582,,6052192,352,353,1,"LINESTRING (-77.0445373 38.961475, -77.044636 38.961437, -77.044687 38.961409, -77.044725 38.961374, -77.044742 38.961355, -77.044772 38.961316, -77.044796 38.961274, -77.044813 38.96123, -77.04482 38.961208, -77.044831 38.961163, -77.044845 38.961119, -77.044861 38.961076, -77.04488 38.961033, -77.044902 38.960991, -77.044926 38.96095, -77.044953 38.960909, -77.0450644 38.960795, -77.0451055 38.9607594, -77.0451507 38.9607278, -77.0452209 38.9606832, -77.0452962 38.9606377, -77.0454869 38.960546)",1,137.69,primary,3,80,1,1800,,,0,0.15,4,1,0.085574891,49.70981893,50,0.1032675,,,,,,,,
583,,50530258,352,468,1,"LINESTRING (-77.0445373 38.961475, -77.044424 38.961506, -77.04438 38.961515, -77.044335 38.961522, -77.044199 38.961524, -77.044051 38.961496, -77.043945 38.961447, -77.043921 38.961432, -77.043898 38.961416, -77.043857 38.96138, -77.043625 38.961135, -77.043519 38.960966)",1,119.3,primary,3,80,1,1800,,,0,0.15,4,1,0.074145432,49.70981893,50,0.089475,,,,,,,,
584,Military Road Northwest,24976161,353,1570,1,"LINESTRING (-77.0454869 38.960546, -77.0456507 38.9605127, -77.0459377 38.9604669, -77.0461415 38.9604439, -77.0463722 38.9604252, -77.0466431 38.9604147, -77.046914 38.9604168, -77.0471795 38.9604272, -77.0473914 38.9604418, -77.0476033 38.960469, -77.0478233 38.9605065, -77.0480566 38.9605503, -77.0483114 38.9606275, -77.048577 38.9607234, -77.0487728 38.9608006, -77.0489552 38.9608923, -77.0491295 38.9609966, -77.0492851 38.9610946, -77.0494433 38.9612198, -77.0496525 38.9613804, -77.0498054 38.9615118, -77.0499529 38.9616223, -77.050079 38.9616995, -77.0502533 38.9617871, -77.050425 38.9618621, -77.0505672 38.9619101, -77.0507442 38.9619476, -77.0509051 38.9619748, -77.0510821 38.9619873, -77.0513021 38.9619914, -77.0514925 38.9619873, -77.0516776 38.9619664, -77.0518439 38.9619435, -77.0520397 38.9619039, -77.052291 38.9618158)",1,645.59,primary,3,56,2,3600,,,0,0.15,4,1,0.401236793,34.79687325,35,0.691703571,,,,,,,,
