link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,is_link,link_type_name,vdf_free_speed_in_mph,from_biway
12273,Nannie Helen Burroughs Avenue Northeast,918519845,7410,7408,1,"LINESTRING (-76.9274503 38.8983208, -76.9273688 38.8983197, -76.9271045 38.898316)",1,29.93,secondary,4,60,1,1600,,,0,0.15,4,1,0.018601616,37.2823642,35,0.02993,,,,,,,,
12274,Nannie Helen Burroughs Avenue Northeast,918519842,7411,7409,1,"LINESTRING (-76.9296616 38.898319, -76.9295181 38.8983204, -76.9291434 38.8983239)",1,44.85,secondary,4,60,2,3200,,,0,0.15,4,1,0.027874456,37.2823642,35,0.04485,,,,,,,,
12275,Nannie Helen Burroughs Avenue Northeast,918519846,7412,6957,1,"LINESTRING (-76.9232701 38.8983694, -76.9225681 38.8983684, -76.9218931 38.8983607, -76.9213331 38.8983623, -76.9205222 38.8983645, -76.9197202 38.8983666, -76.9191502 38.8983683, -76.9188963 38.898369, -76.9178986 38.8983686, -76.9177758 38.8983685)",1,475.48,secondary,4,60,1,1600,,,0,0.15,4,1,0.295512741,37.2823642,35,0.47548,,,,,,,,
12276,Nannie Helen Burroughs Avenue Northeast,918519844,7412,7406,1,"LINESTRING (-76.9232701 38.8983694, -76.9238213 38.8983663)",1,47.7,secondary,4,60,1,1600,,,0,0.15,4,1,0.029645743,37.2823642,35,0.0477,,,,,,,,
12277,Pennsylvania Avenue Southeast,919160290,7413,542,1,"LINESTRING (-76.9728458 38.874582, -76.9730828 38.8746957, -76.9737774 38.8749681, -76.9741877 38.8751414)",1,131.84,trunk,2,48,3,6600,,,0,0.15,4,1,0.081939093,29.82589136,30,0.1648,,,,,,,,
12278,,946400434,7413,2720,1,"LINESTRING (-76.9728458 38.874582, -76.972786 38.8746629, -76.9727189 38.8747562, -76.9726388 38.8748762)",1,37.31,motorway,1,120,2,4600,,,0,0.15,4,1,0.023188316,74.5647284,75,0.018655,,,,,,,,
12279,Taylor Street Northeast,920622773,7414,543,1,"LINESTRING (-77.0038661 38.9407399, -77.003804 38.94074)",1,5.37,secondary,4,60,2,3200,,,0,0.15,4,1,0.003337477,37.2823642,35,0.00537,,,,,,,,
12280,Taylor Street Northeast,920622772,7414,6568,1,"LINESTRING (-77.0038661 38.9407399, -77.0042779 38.9407392, -77.004382 38.940739)",1,44.62,secondary,4,60,2,3200,,,0,0.15,4,1,0.02773151,37.2823642,35,0.04462,,,,,,,,
12281,Adams Mill Road Northwest,920624779,7415,744,1,"LINESTRING (-77.0445857 38.93022, -77.0453966 38.9311035, -77.0454798 38.9311941)",1,133.09,secondary,4,60,1,1600,,,0,0.15,4,1,0.082715973,37.2823642,35,0.13309,,,,,,,,
12282,Adams Mill Road Northwest,1111110240,7415,3696,1,"LINESTRING (-77.0445857 38.93022, -77.0442607 38.9298659)",1,48.38,secondary,4,60,2,3200,,,0,0.15,4,1,0.030068365,37.2823642,35,0.04838,,,,,,,,
12283,Adams Mill Road Northwest,920624779,7416,6459,1,"LINESTRING (-77.0465023 38.9323081, -77.0456578 38.931388, -77.0456379 38.9313664, -77.0455936 38.9313181)",1,135.26,secondary,4,60,1,1600,,,0,0.15,4,1,0.084064636,37.2823642,35,0.13526,,,,,,,,
12284,Adams Mill Road Northwest,1122242145,7416,7897,1,"LINESTRING (-77.0465023 38.9323081, -77.0467439 38.9325714, -77.0467986 38.932631)",1,44.11,secondary,4,60,2,3200,,,0,0.15,4,1,0.027414543,37.2823642,35,0.04411,,,,,,,,
12285,14th Street Southeast,1329716208,7417,4418,1,"LINESTRING (-76.9855035 38.8843145, -76.9855041 38.8842508, -76.9855024 38.8841074)",1,23.03,tertiary,5,40,1,1200,,,0,0.15,4,1,0.014313238,24.85490947,25,0.034545,,,,,,,,
12286,Constitution Avenue Northwest,920636360,7418,5689,1,"LINESTRING (-77.0418662 38.8921075, -77.0423791 38.8921081)",1,44.39,trunk,2,40,4,8800,,,0,0.15,4,1,0.027588564,24.85490947,25,0.066585,,,,,,,,
12287,Constitution Avenue Northwest,920636360,7418,5820,1,"LINESTRING (-77.0418662 38.8921075, -77.0417962 38.8921074, -77.0417596 38.8921074, -77.0417159 38.8921072)",1,13.01,trunk,2,40,4,8800,,,0,0.15,4,1,0.008085768,24.85490947,25,0.019515,,,,,,,,
12288,New Hampshire Avenue Northeast,921736911,7419,2635,1,"LINESTRING (-77.0047125 38.9626982, -77.0047602 38.9626341, -77.0049079 38.9624353, -77.0050323 38.962268, -77.0052228 38.9620118)",1,88.16,primary,3,48,2,3600,,,0,0.15,4,1,0.054791796,29.82589136,30,0.1102,,,,,,,,
12289,New Hampshire Avenue Northeast,921728924,7419,7224,1,"LINESTRING (-77.0047125 38.9626982, -77.0046575 38.9627721, -77.0043715 38.9631568, -77.0041057 38.9635142)",1,104.81,primary,3,48,2,3600,,,0,0.15,4,1,0.065139838,29.82589136,30,0.1310125,,,,,,,,
12290,20th Street Northwest,921887474,7420,6452,1,"LINESTRING (-77.0448933 38.8994351, -77.044894 38.8994555, -77.0448938 38.8995063, -77.0448946 38.8995837)",1,16.52,tertiary,5,40,2,2400,,,0,0.15,4,1,0.010267247,24.85490947,25,0.02478,,,,,,,,
12291,20th Street Northwest,921887474,7421,7420,1,"LINESTRING (-77.0449027 38.8983415, -77.0448964 38.8984139, -77.0448933 38.8994351)",1,121.62,tertiary,5,40,2,2400,,,0,0.15,4,1,0.075587321,24.85490947,25,0.18243,,,,,,,,
12292,G Street Northwest,1033847614,7421,7627,1,"LINESTRING (-77.0449027 38.8983415, -77.0449544 38.8983416, -77.0450046 38.8983416, -77.0459155 38.8983417, -77.0459553 38.8983417, -77.0461741 38.8983578)",1,110.11,tertiary,5,40,1,1200,,,0,0.15,4,1,0.06843381,24.85490947,25,0.165165,,,,,,,,
12293,Georgia Avenue Northwest,922371330,7422,6099,1,"LINESTRING (-77.0218996 38.9190038, -77.0218998 38.9189366, -77.0219015 38.9185538)",1,50.04,trunk,2,40,1,2200,,,0,0.15,4,1,0.031100062,24.85490947,25,0.07506,,,,,,,,
12294,Georgia Avenue Northwest,922371330,7422,7423,1,"LINESTRING (-77.0218996 38.9190038, -77.0219004 38.9190816, -77.0219023 38.9195069, -77.0219032 38.9196236, -77.021906 38.9197513, -77.0219097 38.919837, -77.0219145 38.9199261, -77.0219209 38.9199968)",1,110.45,trunk,2,40,1,2200,,,0,0.15,4,1,0.068645121,24.85490947,25,0.165675,,,,,,,,
12295,Georgia Avenue Northwest,944079569,7423,6096,1,"LINESTRING (-77.0219209 38.9199968, -77.0219303 38.9200698, -77.0219904 38.9204857)",1,54.7,trunk,2,40,1,2200,,,0,0.15,4,1,0.033996271,24.85490947,25,0.08205,,,,,,,,
12296,Georgia Avenue Northwest,922371330,7423,7422,1,"LINESTRING (-77.0219209 38.9199968, -77.0219145 38.9199261, -77.0219097 38.919837, -77.021906 38.9197513, -77.0219032 38.9196236, -77.0219023 38.9195069, -77.0219004 38.9190816, -77.0218996 38.9190038)",1,110.45,trunk,2,40,1,2200,,,0,0.15,4,1,0.068645121,24.85490947,25,0.165675,,,,,,,,
12297,18th Street Northwest,922526017,7424,4932,1,"LINESTRING (-77.0416559 38.9166834, -77.0416556 38.9165942)",1,9.92,secondary,4,60,2,3200,,,0,0.15,4,1,0.00616532,37.2823642,35,0.00992,,,,,,,,
12298,18th Street Northwest,1110534926,7424,8390,1,"LINESTRING (-77.0416559 38.9166834, -77.0416562 38.9167983)",1,12.78,secondary,4,60,2,3200,,,0,0.15,4,1,0.007942822,37.2823642,35,0.01278,,,,,,,,
12299,Military Road Northwest,923149042,7425,3425,1,"LINESTRING (-77.0728563 38.9610165, -77.0720108 38.9610157)",1,73.1,secondary,4,40,1,1600,,,0,0.15,4,1,0.045431945,24.85490947,25,0.10965,,,,,,,,
12300,Military Road Northwest,940876748,7425,7219,1,"LINESTRING (-77.0728563 38.9610165, -77.0730146 38.9610167, -77.0731462 38.9610168, -77.073309 38.961017)",1,39.14,secondary,4,40,1,1600,,,0,0.15,4,1,0.024325668,24.85490947,25,0.05871,,,,,,,,
12301,Maine Avenue Southwest,923376973,7426,2950,1,"LINESTRING (-77.0265838 38.8813943, -77.0267647 38.8814618, -77.0269003 38.881527, -77.0270195 38.881589, -77.0271333 38.8816543, -77.0272415 38.8817255, -77.027346 38.8818023, -77.0274518 38.8818836, -77.0275449 38.8819634)",1,105.37,primary,3,40,3,5400,,,0,0.15,4,1,0.065487881,24.85490947,25,0.158055,,,,,,,,
12302,Waterside Drive Northwest,1115392522,7427,690,1,"LINESTRING (-77.0577123 38.9159053, -77.0576438 38.9158356, -77.057623 38.9158185, -77.0575766 38.9157802, -77.0573214 38.9155904)",1,48.77,tertiary,5,40,1,1200,,,0,0.15,4,1,0.030310752,24.85490947,25,0.073155,,,,,,,,
12303,Waterside Drive Northwest,923379816,7427,8333,1,"LINESTRING (-77.0577123 38.9159053, -77.0577534 38.9159675, -77.0577783 38.9160285, -77.0577942 38.9160893, -77.0578048 38.9161487, -77.0578101 38.9162097, -77.0578076 38.9162889, -77.0577948 38.9163775, -77.0577771 38.9164535, -77.057747 38.9165305, -77.0577091 38.9166065, -77.0576534 38.91668, -77.0575722 38.9167726, -77.0573951 38.9169459, -77.0573122 38.9170265)",1,138.64,tertiary,5,40,1,1200,,,0,0.15,4,1,0.08616532,24.85490947,25,0.20796,,,,,,,,
12304,Massachusetts Avenue Northwest,923381860,7428,3390,1,"LINESTRING (-77.0828171 38.9356546, -77.0829091 38.9357217, -77.0833838 38.9360678, -77.0839649 38.9364915, -77.0842977 38.9367341, -77.0846054 38.9369585)",1,212,primary,3,48,2,3600,,,0,0.15,4,1,0.131758856,29.82589136,30,0.265,,,,,,,,
12305,Massachusetts Avenue Northwest,923381860,7428,7142,1,"LINESTRING (-77.0828171 38.9356546, -77.0820959 38.9351287, -77.0818333 38.9349373, -77.0815198 38.9347087, -77.0808652 38.9342314, -77.0797668 38.9334305)",1,361.62,primary,3,48,2,3600,,,0,0.15,4,1,0.224748291,29.82589136,30,0.452025,,,,,,,,
12306,K Street Northwest,925792367,7429,7430,1,"LINESTRING (-77.061143 38.9025758, -77.0620908 38.9025745)",1,82.02,secondary,4,60,1,1600,,,0,0.15,4,1,0.050975761,37.2823642,35,0.08202,,,,,,,,
12307,K Street Northwest,1056340902,7429,7735,1,"LINESTRING (-77.061143 38.9025758, -77.0606313 38.9025744)",1,44.28,secondary,4,60,1,1600,,,0,0.15,4,1,0.027520199,37.2823642,35,0.04428,,,,,,,,
12308,K Street Northwest,1056340903,7430,1413,1,"LINESTRING (-77.0620908 38.9025745, -77.0624189 38.9025742, -77.0625368 38.9025762, -77.062638 38.9025791, -77.0627517 38.9025871)",1,57.24,secondary,4,60,1,1600,,,0,0.15,4,1,0.035574891,37.2823642,35,0.05724,,,,,,,,
12309,K Street Northwest,925792367,7430,7429,1,"LINESTRING (-77.0620908 38.9025745, -77.061143 38.9025758)",1,82.02,secondary,4,60,1,1600,,,0,0.15,4,1,0.050975761,37.2823642,35,0.08202,,,,,,,,
12310,Kansas Avenue Northwest,926617287,7431,3887,1,"LINESTRING (-77.0260245 38.9417504, -77.0259902 38.9417966, -77.025938 38.941867)",1,14.97,tertiary,5,40,1,1200,,,0,0.15,4,1,0.009303915,24.85490947,25,0.022455,,,,,,,,
12311,Kansas Avenue Northwest,1111103105,7431,6398,1,"LINESTRING (-77.0260245 38.9417504, -77.026152 38.9415783)",1,22.09,tertiary,5,40,1,1200,,,0,0.15,4,1,0.013729024,24.85490947,25,0.033135,,,,,,,,
12312,3rd Street Northwest,927156244,7432,2502,1,"LINESTRING (-77.0151751 38.8951861, -77.015162 38.8959631, -77.0151635 38.8960105, -77.0151673 38.8961335)",1,105.36,primary,3,80,1,1800,,,0,0.15,4,1,0.065481666,49.70981893,50,0.07902,,,,,,,,
12313,3rd Street Northwest,1111802686,7432,8354,1,"LINESTRING (-77.0151751 38.8951861, -77.0151798 38.8949087, -77.0151815 38.8948101)",1,41.81,primary,3,80,2,3600,,,0,0.15,4,1,0.025985084,49.70981893,50,0.0313575,,,,,,,,
12314,3rd Street Northwest,927598883,7433,3625,1,"LINESTRING (-77.0151239 38.8916252, -77.0151204 38.8918822, -77.0151413 38.8919311, -77.0152183 38.8920928)",1,53.48,primary,3,80,3,5400,,,0,0.15,4,1,0.033238036,49.70981893,50,0.04011,,,,,,,,
12315,3rd Street Southwest,927598885,7434,1405,1,"LINESTRING (-77.0152126 38.8904805, -77.0152128 38.8905266, -77.0152133 38.8906302)",1,16.65,primary,3,80,3,5400,,,0,0.15,4,1,0.010348042,49.70981893,50,0.0124875,,,,,,,,
12316,3rd Street Southwest,927598885,7434,7435,1,"LINESTRING (-77.0152126 38.8904805, -77.0152093 38.8900567)",1,47.13,primary,3,80,3,5400,,,0,0.15,4,1,0.029291485,49.70981893,50,0.0353475,,,,,,,,
12317,3rd Street Southwest,927598885,7435,749,1,"LINESTRING (-77.0152093 38.8900567, -77.0152073 38.8894219)",1,70.59,primary,3,80,3,5400,,,0,0.15,4,1,0.04387197,49.70981893,50,0.0529425,,,,,,,,
12318,3rd Street Southwest,927598885,7435,7434,1,"LINESTRING (-77.0152093 38.8900567, -77.0152126 38.8904805)",1,47.13,primary,3,80,3,5400,,,0,0.15,4,1,0.029291485,49.70981893,50,0.0353475,,,,,,,,
12319,Pennsylvania Avenue Northwest,927598886,7436,7362,1,"LINESTRING (-77.0161001 38.8918042, -77.0162121 38.891836)",1,10.32,secondary,4,60,3,4800,,,0,0.15,4,1,0.006413922,37.2823642,35,0.01032,,,,,,,,
12320,Barnaby Road Southeast,930726065,7437,1186,1,"LINESTRING (-76.997525 38.825547, -76.9974349 38.8257843)",1,27.52,tertiary,5,40,1,1200,,,0,0.15,4,1,0.017103791,24.85490947,25,0.04128,,,,,,,,
12321,Barnaby Road Southeast,930726066,7437,7111,1,"LINESTRING (-76.997525 38.825547, -76.997552 38.825475, -76.9975661 38.8254376, -76.9976726 38.8251551, -76.997787 38.82485, -76.9979037 38.8245387, -76.9979196 38.8244963, -76.998021 38.824226, -76.9980737 38.8240787)",1,170.05,tertiary,5,40,1,1200,,,0,0.15,4,1,0.105686762,24.85490947,25,0.255075,,,,,,,,
12322,15th Street Northwest,1111217924,7438,793,1,"LINESTRING (-77.0353067 38.923292, -77.035309 38.9233755)",1,9.29,tertiary,5,40,1,1200,,,0,0.15,4,1,0.005773773,24.85490947,25,0.013935,,,,,,,,
12323,Warder Street Northwest,931640021,7439,3568,1,"LINESTRING (-77.0194667 38.9289068, -77.0195233 38.9291481, -77.0195664 38.9293103, -77.019581 38.929365)",1,51.9,tertiary,5,40,1,1200,,,0,0.15,4,1,0.03225606,24.85490947,25,0.07785,,,,,,,,
12324,Calvert Street Northwest,931857380,7440,4383,1,"LINESTRING (-77.0569183 38.9232753, -77.0574235 38.9232471, -77.0574663 38.9232469, -77.0575088 38.9232475, -77.0575515 38.9232502, -77.0576027 38.9232557, -77.057647 38.9232631, -77.0576886 38.9232734)",1,67.07,secondary,4,40,2,3200,,,0,0.15,4,1,0.041684276,24.85490947,25,0.100605,,,,,,,,
12325,,931857381,7440,7101,1,"LINESTRING (-77.0569183 38.9232753, -77.0569136 38.9232117)",1,7.08,secondary,4,60,2,3200,,,0,0.15,4,1,0.004400249,37.2823642,35,0.00708,,,,,,,,
12326,,932718101,7441,2482,1,"LINESTRING (-77.013708 38.8981896, -77.0136953 38.8983485, -77.0136856 38.8984697, -77.0136805 38.8985346, -77.013671 38.8988154)",1,69.67,motorway,1,120,2,4600,,,0,0.15,4,1,0.043300186,74.5647284,75,0.034835,,,,,,,,
12327,H Street Northeast,934214743,7442,7443,1,"LINESTRING (-77.0056106 38.9002795, -77.0058894 38.900276)",1,24.13,primary,3,80,3,5400,,,0,0.15,4,1,0.014996892,49.70981893,50,0.0180975,,,,,,,,
12328,H Street Northeast,934214745,7443,7444,1,"LINESTRING (-77.0058894 38.900276, -77.0061813 38.9002723, -77.0063073 38.9002691, -77.0065192 38.900269)",1,54.51,primary,3,80,4,7200,,,0,0.15,4,1,0.033878185,49.70981893,50,0.0408825,,,,,,,,
12329,H Street Northeast,934214744,7444,6738,1,"LINESTRING (-77.0065192 38.900269, -77.0068338 38.9002711)",1,27.23,primary,3,80,3,5400,,,0,0.15,4,1,0.016923555,49.70981893,50,0.0204225,,,,,,,,
12330,Minnesota Avenue Northeast,935696926,7447,7448,1,"LINESTRING (-76.9529557 38.8900724, -76.9530341 38.8899362)",1,16.6,secondary,4,60,3,4800,,,0,0.15,4,1,0.010316967,37.2823642,35,0.0166,,,,,,,,
12331,Minnesota Avenue Northeast,1122562841,7448,4534,1,"LINESTRING (-76.9530341 38.8899362, -76.9530629 38.8899006)",1,4.68,secondary,4,60,3,4800,,,0,0.15,4,1,0.002908639,37.2823642,35,0.00468,,,,,,,,
