link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,notes,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,link_type_name,from_biway,vdf_free_speed_in_mph,is_link
28010,West Maryland Avenue,537757699,18171,9781,1,"LINESTRING (-112.0743643 33.5310519, -112.0743068 33.5310513, -112.0738519 33.5310465, -112.0737386 33.5310462)",1,58,tertiary,5,56,2,2400,,,0,0.15,4,1,0.036047234,34.79687325,35,0.062142857,,,,,,,,
28011,West Maryland Avenue,537757729,18172,5582,1,"LINESTRING (-112.1002255 33.5313903, -112.1005479 33.53139, -112.1009819 33.5313848, -112.1014036 33.5313795, -112.101834 33.5313702, -112.1030983 33.5313672, -112.1038804 33.5313751, -112.1039673 33.5313748)",1,346.86,tertiary,5,40,1,1200,,,0,0.15,4,1,0.215574891,24.85490947,25,0.52029,,,,,,,,
28012,West Maryland Avenue,537757718,18172,9610,1,"LINESTRING (-112.1002255 33.5313903, -112.1001157 33.5313904, -112.0999625 33.5313905, -112.09995 33.5313905, -112.0998366 33.5313892)",1,36.05,tertiary,5,40,2,2400,,,0,0.15,4,1,0.022405221,24.85490947,25,0.054075,,,,,,,,
28013,North Black Canyon Highway,537871212,18173,6122,1,"LINESTRING (-112.1133282 33.4901632, -112.1133285 33.4900382)",1,13.9,secondary,4,64,1,1600,,,0,0.15,4,1,0.008638906,39.76785515,40,0.01303125,,,,,,,,
28014,Black Canyon Freeway,537871214,18174,3935,1,"LINESTRING (-112.113165 33.4900375, -112.1131677 33.4888391, -112.113201 33.4850762)",1,551.68,motorway,1,105,5,11500,,,0,0.15,4,1,0.342871349,65.24413735,65,0.315245714,,,,,,,,
28015,Black Canyon Freeway,537871216,18175,414,1,"LINESTRING (-112.1129726 33.4901616, -112.1129732 33.4912605)",1,122.19,motorway,1,105,5,11500,,,0,0.15,4,1,0.075941579,65.24413735,65,0.069822857,,,,,,,,
28016,North Black Canyon Highway,537871218,18176,15222,1,"LINESTRING (-112.1127935 33.4901607, -112.112793 33.4901931, -112.112791 33.4903259, -112.1127808 33.4912614, -112.1127762 33.4916649, -112.1127361 33.4922697, -112.1127057 33.4926341, -112.1126606 33.4930665, -112.112621 33.4934472, -112.1126423 33.4935847)",1,381.41,secondary,4,64,1,1600,,,0,0.15,4,1,0.237047856,39.76785515,40,0.357571875,,,,,,,,
28017,North 23rd Avenue,537925194,18177,8568,1,"LINESTRING (-112.1087998 33.6997433, -112.1087934 33.6995781, -112.108786 33.6993609)",1,42.54,tertiary,5,40,2,2400,,,0,0.15,4,1,0.026438782,24.85490947,25,0.06381,,,,,,,,
28018,North 23rd Avenue,537925205,18177,18178,1,"LINESTRING (-112.1087998 33.6997433, -112.1088025 33.6999386)",1,21.72,tertiary,5,40,1,1200,,,0,0.15,4,1,0.013499068,24.85490947,25,0.03258,,,,,,,,
28019,North 23rd Avenue,537925207,18178,13590,1,"LINESTRING (-112.1088025 33.6999386, -112.1088073 33.7003926, -112.108814 33.7005733)",1,70.59,tertiary,5,40,3,3600,,,0,0.15,4,1,0.04387197,24.85490947,25,0.105885,,,,,,,,
28020,North 23rd Avenue,537925205,18178,18177,1,"LINESTRING (-112.1088025 33.6999386, -112.1087998 33.6997433)",1,21.72,tertiary,5,40,1,1200,,,0,0.15,4,1,0.013499068,24.85490947,25,0.03258,,,,,,,,
28021,South 23rd Avenue,537931191,18179,3661,1,"LINESTRING (-112.1077463 33.3917506, -112.1077469 33.3909189, -112.1077486 33.3901523, -112.1077464 33.3899788, -112.1077443 33.3895616, -112.1077459 33.3895374, -112.1077566 33.3894585, -112.1077696 33.3893747, -112.1077735 33.3886676, -112.1077738 33.388601, -112.1077887 33.3882224, -112.1077916 33.3881499, -112.1077915 33.3880913, -112.1077906 33.3874265, -112.1077907 33.386785, -112.107792 33.3866879, -112.1077924 33.3859271, -112.1077923 33.3858694, -112.1077909 33.3849818)",1,752.82,tertiary,5,40,1,1200,,,0,0.15,4,1,0.467880671,24.85490947,25,1.12923,,,,,,,,
28022,South 23rd Avenue,537931190,18179,16522,1,"LINESTRING (-112.1077463 33.3917506, -112.1077503 33.3920872, -112.107761 33.3922347)",1,53.86,tertiary,5,40,3,3600,,,0,0.15,4,1,0.033474208,24.85490947,25,0.08079,,,,,,,,
28023,West Vineyard Road,537931194,18180,3661,1,"LINESTRING (-112.0997125 33.3850257, -112.1001883 33.3850177, -112.1007831 33.3850077, -112.1010955 33.3850064, -112.1023186 33.3850013, -112.1034119 33.3850114, -112.1034394 33.3850117, -112.1039365 33.3850114, -112.1040227 33.3850101, -112.1055772 33.3850147, -112.1059686 33.3850089, -112.1077909 33.3849818)",1,750.12,tertiary,5,40,1,1200,,,0,0.15,4,1,0.46620261,24.85490947,25,1.12518,,,,,,,,
28024,West Vineyard Road,537931193,18180,16488,1,"LINESTRING (-112.0997125 33.3850257, -112.0993446 33.3850319, -112.0992817 33.3850313, -112.0991416 33.3850299)",1,53.01,tertiary,5,40,2,2400,,,0,0.15,4,1,0.032945929,24.85490947,25,0.079515,,,,,,,,
28025,West Vineyard Road,537931196,18181,3663,1,"LINESTRING (-112.114849 33.3849482, -112.1141869 33.3849514)",1,61.47,tertiary,5,40,1,1200,,,0,0.15,4,1,0.038203853,24.85490947,25,0.092205,,,,,,,,
28026,West Vineyard Road,537931198,18181,18182,1,"LINESTRING (-112.114849 33.3849482, -112.1153186 33.3849324, -112.116407 33.3849206)",1,144.7,tertiary,5,40,1,1200,,,0,0.15,4,1,0.089931635,24.85490947,25,0.21705,,,,,,,,
28027,,,18182,62,,"LINESTRING (-112.116407 33.3849206, -112.10528325431896 33.37464048151001)",1,1539.931349,,0,90,1,99999,,,0,0.15,4,1,0.957073554,,55,1.026620899,,,,,connector,1,55.9235463,0
28028,West Vineyard Road,537931198,18182,18181,1,"LINESTRING (-112.116407 33.3849206, -112.1153186 33.3849324, -112.114849 33.3849482)",1,144.7,tertiary,5,40,1,1200,,,0,0.15,4,1,0.089931635,24.85490947,25,0.21705,,,,,,,,
28029,South 19th Avenue,537931200,18183,18184,1,"LINESTRING (-112.0991483 33.3772175, -112.0991476 33.3771523, -112.0991449 33.3769575, -112.0991448 33.3768924, -112.0991446 33.3767991, -112.099157 33.3766897)",1,58.74,secondary,4,60,2,3200,,,0,0.15,4,1,0.036507147,37.2823642,35,0.05874,,,,,,,,
28030,South 19th Avenue,537931206,18183,20524,1,"LINESTRING (-112.0991483 33.3772175, -112.0991512 33.3774777, -112.0991528 33.3776141, -112.099153 33.377715)",1,55.32,secondary,4,60,3,4800,,,0,0.15,4,1,0.034381603,37.2823642,35,0.05532,,,,,,,,
28031,South 19th Avenue,537931203,18184,6444,1,"LINESTRING (-112.099157 33.3766897, -112.0991695 33.3765599, -112.0991883 33.3764658, -112.0992164 33.3763718, -112.099269 33.3762227, -112.0993281 33.3760895, -112.0993966 33.3759588)",1,84.8,secondary,4,60,1,1600,,,0,0.15,4,1,0.052703543,37.2823642,35,0.0848,,,,,,,,
28032,South 19th Avenue,537931200,18184,18183,1,"LINESTRING (-112.099157 33.3766897, -112.0991446 33.3767991, -112.0991448 33.3768924, -112.0991449 33.3769575, -112.0991476 33.3771523, -112.0991483 33.3772175)",1,58.74,secondary,4,60,2,3200,,,0,0.15,4,1,0.036507147,37.2823642,35,0.05874,,,,,,,,
28033,West Rose Garden Lane,537931345,18185,13948,1,"LINESTRING (-112.0988691 33.6764945, -112.0996751 33.6764922, -112.099835 33.6764928)",1,89.38,tertiary,5,56,2,2400,,,0,0.15,4,1,0.055550031,34.79687325,35,0.095764286,,,,,,,,
28034,West Rose Garden Lane,537931346,18185,18186,1,"LINESTRING (-112.0988691 33.6764945, -112.0983322 33.6764951, -112.098099 33.6764953, -112.0979744 33.6764954, -112.0971672 33.6764955, -112.0968776 33.6764955, -112.0966099 33.6764951, -112.0964603 33.6764949, -112.0960295 33.6764943, -112.0947225 33.6764926, -112.0943869 33.6764921, -112.0933083 33.6764906, -112.093097 33.6764898, -112.0928986 33.676489, -112.0925403 33.6764883, -112.0923962 33.676488, -112.0922493 33.6764891, -112.0916755 33.6764871)",1,665.66,tertiary,5,56,1,1200,,,0,0.15,4,1,0.413710379,34.79687325,35,0.713207143,,,,,,,,
28035,West Rose Garden Lane,537931346,18186,18185,1,"LINESTRING (-112.0916755 33.6764871, -112.0922493 33.6764891, -112.0923962 33.676488, -112.0925403 33.6764883, -112.0928986 33.676489, -112.093097 33.6764898, -112.0933083 33.6764906, -112.0943869 33.6764921, -112.0947225 33.6764926, -112.0960295 33.6764943, -112.0964603 33.6764949, -112.0966099 33.6764951, -112.0968776 33.6764955, -112.0971672 33.6764955, -112.0979744 33.6764954, -112.098099 33.6764953, -112.0983322 33.6764951, -112.0988691 33.6764945)",1,665.66,tertiary,5,56,1,1200,,,0,0.15,4,1,0.413710379,34.79687325,35,0.713207143,,,,,,,,
28036,West Rose Garden Lane,537931347,18186,18187,1,"LINESTRING (-112.0916755 33.6764871, -112.0915146 33.6764834, -112.0912605 33.6764745, -112.0911204 33.6764716, -112.0897256 33.6764647, -112.0883166 33.676463, -112.0835763 33.6764591)",1,749.49,tertiary,5,56,1,1200,,,0,0.15,4,1,0.465811063,34.79687325,35,0.803025,,,,,,,,
28037,West Rose Garden Lane,537931348,18187,14024,1,"LINESTRING (-112.0835763 33.6764591, -112.083059 33.6764652, -112.082888 33.6764664)",1,63.7,tertiary,5,56,2,2400,,,0,0.15,4,1,0.039589807,34.79687325,35,0.06825,,,,,,,,
28038,West Rose Garden Lane,537931347,18187,18186,1,"LINESTRING (-112.0835763 33.6764591, -112.0883166 33.676463, -112.0897256 33.6764647, -112.0911204 33.6764716, -112.0912605 33.6764745, -112.0915146 33.6764834, -112.0916755 33.6764871)",1,749.49,tertiary,5,56,1,1200,,,0,0.15,4,1,0.465811063,34.79687325,35,0.803025,,,,,,,,
28039,South 31st Avenue,537932492,18188,3658,1,"LINESTRING (-112.12504 33.3893248, -112.1250809 33.3886099)",1,79.58,tertiary,5,40,1,1200,,,0,0.15,4,1,0.049459291,24.85490947,25,0.11937,,,,,,,,
28040,South 31st Avenue,537932495,18188,18190,1,"LINESTRING (-112.12504 33.3893248, -112.1250344 33.3902434, -112.1250341 33.3903276, -112.1250316 33.3904232, -112.1250182 33.3912291)",1,211.76,tertiary,5,40,1,1200,,,0,0.15,4,1,0.131609695,24.85490947,25,0.31764,,,,,,,,
28041,South 31st Avenue,537932494,18189,6533,1,"LINESTRING (-112.125013 33.3916543, -112.1250086 33.3920317, -112.1250077 33.3921699)",1,57.33,tertiary,5,40,2,2400,,,0,0.15,4,1,0.035630827,24.85490947,25,0.085995,,,,,,,,
28042,South 31st Avenue,537932493,18189,18190,1,"LINESTRING (-112.125013 33.3916543, -112.1250182 33.3912291)",1,47.28,tertiary,5,40,1,1200,,,0,0.15,4,1,0.029384711,24.85490947,25,0.07092,,,,,,,,
28043,South 31st Avenue,537932495,18190,18188,1,"LINESTRING (-112.1250182 33.3912291, -112.1250316 33.3904232, -112.1250341 33.3903276, -112.1250344 33.3902434, -112.12504 33.3893248)",1,211.76,tertiary,5,40,1,1200,,,0,0.15,4,1,0.131609695,24.85490947,25,0.31764,,,,,,,,
28044,South 31st Avenue,537932493,18190,18189,1,"LINESTRING (-112.1250182 33.3912291, -112.125013 33.3916543)",1,47.28,tertiary,5,40,1,1200,,,0,0.15,4,1,0.029384711,24.85490947,25,0.07092,,,,,,,,
28045,,,18191,124,,"LINESTRING (-112.018679 33.297934, -112.0237434711252 33.29798131153982)",1,471.7230626,,0,90,1,99999,,,0,0.15,4,1,0.293177789,,55,0.314482042,,,,,connector,1,55.9235463,0
28046,East Frye Road,537934011,18191,750,1,"LINESTRING (-112.018679 33.297934, -112.0186219 33.2979334, -112.0176337 33.2979231, -112.0173967 33.2979254)",1,119.19,tertiary,5,40,1,1200,,,0,0.15,4,1,0.074077067,24.85490947,25,0.178785,,,,,,,,
28047,East Frye Road,537934015,18192,870,1,"LINESTRING (-112.0138834 33.2979532, -112.0131778 33.2979539, -112.011988 33.297955, -112.0118507 33.2979551)",1,188.92,tertiary,5,40,1,1200,,,0,0.15,4,1,0.117414543,24.85490947,25,0.28338,,,,,,,,
28048,East Frye Road,537934014,18192,17435,1,"LINESTRING (-112.0138834 33.2979532, -112.0142946 33.2979545, -112.014391 33.2979532)",1,47.18,tertiary,5,40,3,3600,,,0,0.15,4,1,0.029322561,24.85490947,25,0.07077,,,,,,,,
28049,East Liberty Lane,537934024,18193,5068,1,"LINESTRING (-112.026927 33.2922727, -112.0267334 33.2922595, -112.0265231 33.292248, -112.0261118 33.2922252, -112.0256731 33.2922021, -112.025368 33.2921888, -112.0252518 33.2921948, -112.0251298 33.2922094, -112.0249438 33.2922458, -112.024832 33.2922774, -112.0247652 33.2922956, -112.0245967 33.2923697, -112.0244892 33.292428, -112.0244717 33.2924387, -112.0243482 33.2925142, -112.0241725 33.2926429, -112.0240664 33.2927194, -112.0240556 33.2927266, -112.0239938 33.292768, -112.023839 33.2928527, -112.0237062 33.2929127, -112.023567 33.2929561, -112.0233547 33.2930026, -112.0231803 33.293022, -112.0229343 33.2930294)",1,396.63,tertiary,5,40,1,1200,,,0,0.15,4,1,0.246507147,24.85490947,25,0.594945,,,,,,,,
28050,East Liberty Lane,537934016,18193,5069,1,"LINESTRING (-112.026927 33.2922727, -112.0270508 33.2922859, -112.027115 33.2922937, -112.0275369 33.2923606, -112.0280191 33.2924365, -112.0282632 33.292479)",1,126.32,tertiary,5,40,1,1200,,,0,0.15,4,1,0.07850839,24.85490947,25,0.18948,,,,,,,,
28051,,,18194,106,,"LINESTRING (-112.1175161 33.6904901, -112.12378343037692 33.69162466234865)",1,594.5637651,,0,90,1,99999,,,0,0.15,4,1,0.369523782,,55,0.396375843,,,,,connector,1,55.9235463,0
28052,North 27th Avenue,537935867,18194,844,1,"LINESTRING (-112.1175161 33.6904901, -112.1174875 33.6903951, -112.1174755 33.6899635, -112.1174479 33.6894121, -112.1174434 33.6892762)",1,135.38,tertiary,5,40,1,1200,,,0,0.15,4,1,0.084139217,24.85490947,25,0.20307,,,,,,,,
28053,West Deer Valley Road,537936753,18195,3522,1,"LINESTRING (-112.1356554 33.6838225, -112.135908 33.6838211, -112.1363933 33.6838185, -112.1367766 33.6838169)",1,103.74,tertiary,5,40,1,1200,,,0,0.15,4,1,0.064474829,24.85490947,25,0.15561,,,,,,,,
28054,West Deer Valley Road,537936755,18195,13865,1,"LINESTRING (-112.1356554 33.6838225, -112.1349567 33.6838264, -112.134775 33.6838274)",1,81.46,tertiary,5,40,3,3600,,,0,0.15,4,1,0.050627719,24.85490947,25,0.12219,,,,,,,,
28055,West Encanto Boulevard,537937202,18196,3063,1,"LINESTRING (-112.133739 33.473169, -112.1333365 33.4731711, -112.1322578 33.4731681, -112.1300926 33.4731676, -112.1279243 33.4731665, -112.1275604 33.4731729, -112.1259928 33.4731763, -112.1259307 33.4731729, -112.1258909 33.4731614, -112.125852 33.4731438, -112.1258275 33.4731226, -112.1258044 33.4730985)",1,738.98,tertiary,5,40,1,1200,,,0,0.15,4,1,0.459279055,24.85490947,25,1.10847,,,,,,,,
28056,West Encanto Boulevard,537937200,18196,12895,1,"LINESTRING (-112.133739 33.473169, -112.1342707 33.4731663, -112.134449 33.4731654)",1,65.86,tertiary,5,40,2,2400,,,0,0.15,4,1,0.040932256,24.85490947,25,0.09879,,,,,,,,
28057,North 31st Avenue,537937205,18197,7211,1,"LINESTRING (-112.1257285 33.4798987, -112.1257286 33.4797801, -112.1257294 33.4797124, -112.1257304 33.4795114, -112.1257318 33.4792316, -112.1257324 33.4791122, -112.1257343 33.4787487, -112.1257348 33.4786464, -112.1257351 33.4785863, -112.1257351 33.4785476, -112.125735 33.478465, -112.1257353 33.4780992, -112.1257353 33.4779663, -112.1257384 33.4776205, -112.1257397 33.4774793, -112.1257413 33.4772722, -112.125743 33.4771127, -112.1257435 33.4770333, -112.1257459 33.4767817)",1,346.6,tertiary,5,40,1,1200,,,0,0.15,4,1,0.2154133,24.85490947,25,0.5199,,,,,,,,
28058,North 31st Avenue,537937203,18197,14274,1,"LINESTRING (-112.1257285 33.4798987, -112.1257276 33.4799628, -112.1257257 33.4803053, -112.125725 33.480421)",1,58.08,tertiary,5,40,2,2400,,,0,0.15,4,1,0.036096955,24.85490947,25,0.08712,,,,,,,,
28059,,,18198,377,,"LINESTRING (-112.1257162 33.4732302, -112.12578324427096 33.47320672891029)",1,6.753721056,,0,90,1,99999,,,0,0.15,4,1,0.004197465,,55,0.004502481,,,,,connector,1,55.9235463,0
28060,North 31st Avenue,537937205,18198,7211,1,"LINESTRING (-112.1257162 33.4732302, -112.1257373 33.4732568, -112.1257544 33.4732884, -112.1257591 33.4733133, -112.1257631 33.473353, -112.1257619 33.4734467, -112.1257602 33.4739772, -112.1257594 33.4742109, -112.1257572 33.4749058, -112.1257572 33.4749167, -112.1257565 33.4751254, -112.1257515 33.4759028, -112.1257505 33.4760592, -112.125745 33.4763763, -112.1257475 33.4765387, -112.1257459 33.4767817)",1,395.9,tertiary,5,40,1,1200,,,0,0.15,4,1,0.246053449,24.85490947,25,0.59385,,,,,,,,
28061,North 39th Avenue,537937208,18199,4425,1,"LINESTRING (-112.1429724 33.4799042, -112.1429756 33.479694)",1,23.38,tertiary,5,40,1,1200,,,0,0.15,4,1,0.014530764,24.85490947,25,0.03507,,,,,,,,
28062,North 39th Avenue,537937209,18199,12933,1,"LINESTRING (-112.1429724 33.4799042, -112.1429658 33.4803482, -112.142964 33.4804572)",1,61.5,tertiary,5,40,3,3600,,,0,0.15,4,1,0.038222498,24.85490947,25,0.09225,,,,,,,,
28063,North 39th Avenue,537937211,18200,8151,1,"LINESTRING (-112.1429598 33.4810586, -112.1429613 33.4812182, -112.1429683 33.4830075, -112.1429683 33.4830255, -112.14297 33.4831363, -112.1429696 33.483234, -112.1429694 33.4832681, -112.1429697 33.4833742, -112.14297 33.4834773, -112.1429768 33.4840916, -112.1429671 33.4844325, -112.1429645 33.4847951, -112.142962 33.4851393, -112.1429754 33.4869523, -112.1429725 33.4873116, -112.1429611 33.4876136, -112.142959 33.4876901)",1,737.43,tertiary,5,40,1,1200,,,0,0.15,4,1,0.458315724,24.85490947,25,1.106145,,,,,,,,
28064,North 39th Avenue,537937210,18200,12933,1,"LINESTRING (-112.1429598 33.4810586, -112.142958 33.4808733, -112.1429619 33.4806123, -112.142964 33.4804572)",1,66.88,tertiary,5,40,2,2400,,,0,0.15,4,1,0.04156619,24.85490947,25,0.10032,,,,,,,,
28065,,,18201,322,,"LINESTRING (-112.142968 33.4898142, -112.14300973747062 33.4877355158531)",1,230.5861092,,0,90,1,99999,,,0,0.15,4,1,0.143310198,,55,0.153724073,,,,,connector,1,55.9235463,0
28066,North 39th Avenue,537937211,18201,8151,1,"LINESTRING (-112.142968 33.4898142, -112.14296 33.4897705, -112.142961 33.4894264, -112.1429621 33.4890362, -112.1429622 33.4888862, -112.1429625 33.4883667, -112.1429598 33.4877731, -112.142959 33.4876901)",1,236.25,tertiary,5,40,1,1200,,,0,0.15,4,1,0.146830329,24.85490947,25,0.354375,,,,,,,,
28067,West Encanto Boulevard,537937214,18202,7510,1,"LINESTRING (-112.1077162 33.4733345, -112.1078321 33.4733366, -112.1079718 33.4733388, -112.1083758 33.4733417, -112.10861 33.4733347)",1,82.92,tertiary,5,48,2,2400,,,0,0.15,4,1,0.051535115,29.82589136,30,0.10365,,,,,,,,
28068,West Encanto Boulevard,538777494,18202,9052,1,"LINESTRING (-112.1077162 33.4733345, -112.1074721 33.4733255, -112.1074361 33.4733231, -112.1073099 33.4733145, -112.1071645 33.4732941, -112.1069867 33.4732607, -112.1068265 33.4732359, -112.1067906 33.4732307, -112.1067098 33.4732186, -112.1066446 33.4732147, -112.1065798 33.4732108)",1,106.53,tertiary,5,48,2,2400,,,0,0.15,4,1,0.066208825,29.82589136,30,0.1331625,,,,,,,,
28069,North 23rd Avenue,537937215,18203,17674,1,"LINESTRING (-112.1086142 33.4739072, -112.1086186 33.4737831, -112.1086271 33.4735364)",1,41.25,tertiary,5,40,2,2400,,,0,0.15,4,1,0.025637042,24.85490947,25,0.061875,,,,,,,,
28070,North 23rd Avenue,537937218,18203,18205,1,"LINESTRING (-112.1086142 33.4739072, -112.1086062 33.4741334, -112.1085927 33.4745168, -112.1085917 33.4745462, -112.1085626 33.47549, -112.1085205 33.4768526, -112.1085179 33.4769044, -112.1085156 33.4769773, -112.1085007 33.4774616, -112.108495 33.4776365, -112.1084937 33.4776749, -112.1084903 33.4778084, -112.108466 33.4782383, -112.1084568 33.4785463, -112.108453 33.4786989, -112.1084423 33.47914)",1,582.09,tertiary,5,40,1,1200,,,0,0.15,4,1,0.361771287,24.85490947,25,0.873135,,,,,,,,
28071,North 23rd Avenue,537937216,18204,14270,1,"LINESTRING (-112.1084227 33.4801929, -112.1084317 33.480553, -112.1084352 33.4805861, -112.108446 33.4806918)",1,55.54,tertiary,5,40,2,2400,,,0,0.15,4,1,0.034518334,24.85490947,25,0.08331,,,,,,,,
28072,North 23rd Avenue,604735820,18204,18957,1,"LINESTRING (-112.1084227 33.4801929, -112.1084196 33.4800698, -112.108423 33.4799312, -112.1084284 33.4797083)",1,53.9,tertiary,5,40,1,1200,,,0,0.15,4,1,0.033499068,24.85490947,25,0.08085,,,,,,,,
28073,North 23rd Avenue,537937218,18205,18203,1,"LINESTRING (-112.1084423 33.47914, -112.108453 33.4786989, -112.1084568 33.4785463, -112.108466 33.4782383, -112.1084903 33.4778084, -112.1084937 33.4776749, -112.108495 33.4776365, -112.1085007 33.4774616, -112.1085156 33.4769773, -112.1085179 33.4769044, -112.1085205 33.4768526, -112.1085626 33.47549, -112.1085917 33.4745462, -112.1085927 33.4745168, -112.1086062 33.4741334, -112.1086142 33.4739072)",1,582.09,tertiary,5,40,1,1200,,,0,0.15,4,1,0.361771287,24.85490947,25,0.873135,,,,,,,,
28074,North 23rd Avenue,604735823,18205,18957,1,"LINESTRING (-112.1084423 33.47914, -112.1084284 33.4797083)",1,63.21,tertiary,5,40,1,1200,,,0,0.15,4,1,0.03928527,24.85490947,25,0.094815,,,,,,,,
28075,West Osborn Road,537937219,18206,9043,1,"LINESTRING (-112.1019515 33.4878122, -112.1034923 33.4878021, -112.1036953 33.4878002, -112.1044882 33.4877947)",1,235.25,tertiary,5,48,1,1200,,,0,0.15,4,1,0.146208825,29.82589136,30,0.2940625,,,,,,,,
28076,West Osborn Road,538727612,18206,18534,1,"LINESTRING (-112.1019515 33.4878122, -112.1007547 33.4878217, -112.100663 33.4878213)",1,119.5,tertiary,5,40,1,1200,,,0,0.15,4,1,0.074269733,24.85490947,25,0.17925,,,,,,,,
28077,North 31st Avenue,537937222,18207,3064,1,"LINESTRING (-112.1258148 33.465499, -112.1258308 33.4647404, -112.1258318 33.4646947, -112.1258437 33.4641318, -112.1258564 33.4635292, -112.1258569 33.4635047, -112.1258601 33.4631359, -112.1258593 33.4626704, -112.1258577 33.4625995, -112.1258563 33.4625194)",1,331.35,tertiary,5,40,1,1200,,,0,0.15,4,1,0.205935364,24.85490947,25,0.497025,,,,,,,,
28078,North 31st Avenue,537956712,18207,13625,1,"LINESTRING (-112.1258148 33.465499, -112.125814 33.4655361, -112.1258075 33.4658284, -112.125805 33.4659412)",1,49.18,tertiary,5,40,2,2400,,,0,0.15,4,1,0.030565569,24.85490947,25,0.07377,,,,,,,,
28079,North 29th Avenue,537939537,18208,1154,1,"LINESTRING (-112.1208901 33.6724585, -112.1207754 33.6723106, -112.1205963 33.6721188)",1,46.58,tertiary,5,48,3,3600,,,0,0.15,4,1,0.028949658,29.82589136,30,0.058225,,,,,,,,
28080,North 29th Avenue,537939526,18208,4790,1,"LINESTRING (-112.1208901 33.6724585, -112.1209685 33.6725861, -112.1210475 33.6727144)",1,31.97,tertiary,5,48,2,2400,,,0,0.15,4,1,0.019869484,29.82589136,30,0.0399625,,,,,,,,
28081,East Mohave Street,537943521,18209,11485,1,"LINESTRING (-112.0482691 33.4313774, -112.0479836 33.4313769, -112.047769 33.4313769)",1,46.41,tertiary,5,56,2,2400,,,0,0.15,4,1,0.028844002,34.79687325,35,0.049725,,,,,,,,
28082,East Mohave Street,537943522,18209,18210,1,"LINESTRING (-112.0482691 33.4313774, -112.0485906 33.431378, -112.0498034 33.4313802, -112.0505713 33.4313816, -112.0507712 33.4313819, -112.0514172 33.4313815, -112.0517523 33.43138, -112.052276 33.4313777, -112.0562547 33.4313674, -112.0563846 33.4313671, -112.0564628 33.4313668)",1,760.36,tertiary,5,56,2,2400,,,0,0.15,4,1,0.472566812,34.79687325,35,0.814671429,,,,,,,,
28083,East Mohave Street,537943522,18210,2642,1,"LINESTRING (-112.0564628 33.4313668, -112.0565631 33.4313669, -112.0586547 33.431368, -112.0596715 33.4313603, -112.0605486 33.4313575)",1,379.16,tertiary,5,56,2,2400,,,0,0.15,4,1,0.235649472,34.79687325,35,0.406242857,,,,,,,,
28084,East Mohave Street,537943522,18210,18209,1,"LINESTRING (-112.0564628 33.4313668, -112.0563846 33.4313671, -112.0562547 33.4313674, -112.052276 33.4313777, -112.0517523 33.43138, -112.0514172 33.4313815, -112.0507712 33.4313819, -112.0505713 33.4313816, -112.0498034 33.4313802, -112.0485906 33.431378, -112.0482691 33.4313774)",1,760.36,tertiary,5,56,1,1200,,,0,0.15,4,1,0.472566812,34.79687325,35,0.814671429,,,,,,,,
28085,East Sky Harbor Circle South,537944159,18211,15638,1,"LINESTRING (-112.0402168 33.4313185, -112.039515 33.4313172, -112.0388534 33.4313161, -112.0372724 33.4313091, -112.0370447 33.4313133, -112.0368095 33.4313208, -112.0365592 33.4313341, -112.0364018 33.4313427, -112.0362149 33.4313529, -112.0361445 33.4313558, -112.0360554 33.4313596)",1,386.32,tertiary,5,56,1,1200,,,0,0.15,4,1,0.240099441,34.79687325,35,0.413914286,,,,,,,,
28086,East Sky Harbor Circle South,537944147,18211,18212,1,"LINESTRING (-112.0402168 33.4313185, -112.040627 33.4313535, -112.0407587 33.4313553, -112.0408746 33.4313644, -112.0409923 33.4313794, -112.041107 33.4313963)",1,83.15,tertiary,5,56,1,1200,,,0,0.15,4,1,0.051678061,34.79687325,35,0.089089286,,,,,,,,
28087,East Sky Harbor Circle South,1055883866,18212,15636,1,"LINESTRING (-112.041107 33.4313963, -112.0412262 33.4314244, -112.0413438 33.4314569, -112.0414737 33.4314981)",1,35.89,tertiary,5,56,1,1200,,,0,0.15,4,1,0.02230578,34.79687325,35,0.038453571,,,,,,,,
28088,East Sky Harbor Circle South,537944158,18213,20277,1,"LINESTRING (-112.0353632 33.4313231, -112.0349081 33.4313275, -112.034784 33.4313287)",1,53.75,tertiary,5,56,3,3600,,,0,0.15,4,1,0.033405842,34.79687325,35,0.057589286,,,,,,,,
28089,East Elwood Street,537944306,18214,9121,1,"LINESTRING (-112.0477373 33.4140501, -112.0473254 33.4140464, -112.047214 33.4140454, -112.0470494 33.4140459)",1,63.85,tertiary,5,64,2,2400,,,0,0.15,4,1,0.039683033,39.76785515,40,0.059859375,,,,,,,,
